mmsi,timestamp,latitude,longitude,speed,heading,vessel_name,vessel_type
222222222,2026-09-19T08:45:00+00:00,12.27131,80.60207,11.77,182.9,VESSEL CLOSE WRONGTIME,Cargo
444444444,2026-09-19T16:20:00+00:00,12.01941,81.22166,9.39,146.5,VESSEL ERRATIC,Fishing
900000012,2026-09-19T14:20:00+00:00,13.96331,79.64456,11.42,293.6,VESSEL BG 12,Tanker
900000014,2026-09-19T11:00:00+00:00,13.44625,80.77457,9.07,275.8,VESSEL BG 14,Container
900000012,2026-09-19T12:25:00+00:00,13.79712,79.99463,11.8,319.0,VESSEL BG 12,Tanker
111111111,2026-09-19T15:25:00+00:00,12.63276,80.45749,10.18,28.4,VESSEL STRONG,Tanker
900000013,2026-09-19T10:35:00+00:00,12.73703,80.29981,10.07,21.4,VESSEL BG 13,Cargo
222222222,2026-09-19T07:45:00+00:00,12.47077,80.61622,12.16,180.4,VESSEL CLOSE WRONGTIME,Cargo
900000013,2026-09-19T11:05:00+00:00,12.81776,80.32043,10.22,6.6,VESSEL BG 13,Cargo
333333333,2026-09-19T16:30:00+00:00,13.13479,80.92707,9.5,146.8,VESSEL FARTIME,Cargo
444444444,2026-09-19T16:00:00+00:00,12.03099,81.19759,8.44,186.2,VESSEL ERRATIC,Fishing
900000009,2026-09-19T09:15:00+00:00,12.05287,79.71762,9.42,35.5,VESSEL BG 9,Fishing
900000007,2026-09-19T15:40:00+00:00,12.85957,81.29663,11.13,335.0,VESSEL BG 7,
900000014,2026-09-19T10:35:00+00:00,13.42756,80.83582,9.49,289.3,VESSEL BG 14,Container
900000009,2026-09-19T10:20:00+00:00,12.18495,79.81014,8.99,12.7,VESSEL BG 9,Fishing
900000007,2026-09-19T16:15:00+00:00,12.95628,81.25124,11.33,321.3,VESSEL BG 7,Cargo
111111111,2026-09-19T15:15:00+00:00,12.60739,80.44586,10.44,22.2,VESSEL STRONG,Tanker
900000010,2026-09-19T13:30:00+00:00,12.98966,79.7204,14.19,110.1,VESSEL BG 10,Cargo
333333333,2026-09-19T17:30:00+00:00,13.02254,81.02636,9.17,113.2,VESSEL FARTIME,Cargo
900000009,2026-09-19T09:20:00+00:00,12.06306,79.72505,9.19,37.3,VESSEL BG 9,Fishing
900000006,2026-09-19T14:10:00+00:00,13.45927,80.17605,7.57,264.1,VESSEL BG 6,Tanker
222222222,2026-09-19T09:15:00+00:00,12.17178,80.59434,12.86,184.8,VESSEL CLOSE WRONGTIME,Cargo
900000011,2026-09-19T16:00:00+00:00,12.38955,81.44401,7.02,220.0,VESSEL BG 11,Fishing
900000007,2026-09-19T16:05:00+00:00,12.93062,81.26832,10.91,327.6,VESSEL BG 7,Cargo
900000014,2026-09-19T09:20:00+00:00,13.38692,81.02345,9.38,282.0,VESSEL BG 14,Container
444444444,2026-09-19T15:40:00+00:00,12.06263,81.19289,5.73,193.7,VESSEL ERRATIC,Fishing
900000011,2026-09-19T16:10:00+00:00,12.3742,81.43178,7.55,217.7,VESSEL BG 11,Fishing
900000005,2026-09-19T17:35:00+00:00,12.35576,79.83881,13.35,301.7,VESSEL BG 5,Cargo
444444444,2026-09-19T14:55:00+00:00,12.08974,81.14433,12.91,109.3,VESSEL ERRATIC,Fishing
900000014,2026-09-19T11:10:00+00:00,13.44924,80.74903,8.77,277.1,VESSEL BG 14,Container
900000008,2026-09-19T11:20:00+00:00,13.57868,80.57002,13.81,172.3,VESSEL BG 8,Container
900000009,2026-09-19T09:05:00+00:00,12.03545,79.69947,8.74,51.9,VESSEL BG 9,Fishing
900000014,2026-09-19T10:55:00+00:00,13.4435,80.78712,10.22,282.7,VESSEL BG 14,Container
900000013,2026-09-19T10:05:00+00:00,12.66965,80.25287,10.6,49.4,VESSEL BG 13,Cargo
333333333,2026-09-19T16:45:00+00:00,13.10318,80.94783,9.05,146.8,VESSEL FARTIME,Cargo
900000008,2026-09-19T13:10:00+00:00,13.27733,80.81603,13.16,122.4,VESSEL BG 8,Container
444444444,2026-09-19T14:20:00+00:00,12.11305,81.10309,7.05,69.8,VESSEL ERRATIC,Fishing
111111111,2026-09-19T16:20:00+00:00,12.77021,80.52587,10.03,30.1,VESSEL STRONG,Tanker
333333333,2026-09-19T16:00:00+00:00,13.20036,80.8896,8.92,150.0,VESSEL FARTIME,Cargo
900000014,2026-09-19T11:05:00+00:00,13.44753,80.76177,9.22,277.9,VESSEL BG 14,Container
111111111,2026-09-19T15:35:00+00:00,12.65773,80.46997,10.61,22.7,VESSEL STRONG,Tanker
900000006,2026-09-19T13:40:00+00:00,13.46278,80.24454,8.17,268.6,VESSEL BG 6,Tanker
444444444,2026-09-19T17:00:00+00:00,11.99891,81.2806,15.31,110.0,VESSEL ERRATIC,Fishing
900000014,2026-09-19T09:25:00+00:00,13.38952,81.01086,9.41,282.6,VESSEL BG 14,Container
900000013,2026-09-19T11:10:00+00:00,12.83157,80.32207,10.11,8.9,VESSEL BG 13,Cargo
900000006,2026-09-19T13:45:00+00:00,13.46251,80.2331,8.09,266.6,VESSEL BG 6,Tanker
900000007,2026-09-19T15:00:00+00:00,12.74991,81.35161,9.52,340.0,VESSEL BG 7,Cargo
900000008,2026-09-19T12:35:00+00:00,13.3498,80.70971,12.84,124.0,VESSEL BG 8,Container
900000012,2026-09-19T13:00:00+00:00,13.86593,79.89895,10.75,302.0,VESSEL BG 12,Tanker
222222222,2026-09-19T09:00:00+00:00,12.22136,80.6008,12.11,186.1,VESSEL CLOSE WRONGTIME,Cargo
900000007,2026-09-19T15:25:00+00:00,12.81989,81.32017,11.81,333.5,VESSEL BG 7,Cargo
900000011,2026-09-19T16:45:00+00:00,12.32266,81.38642,6.07,223.7,VESSEL BG 11,Fishing
900000015,2026-09-19T13:05:00+00:00,11.79584,80.8435,10.45,154.3,VESSEL BG 15,Cargo
900000009,2026-09-19T10:00:00+00:00,12.13815,79.79241,8.54,24.9,VESSEL BG 9,Fishing
900000014,2026-09-19T09:15:00+00:00,13.3842,81.036,9.66,282.5,VESSEL BG 14,Container
111111111,2026-09-19T16:25:00+00:00,12.78224,80.53302,9.27,31.5,VESSEL STRONG,Tanker
900000006,2026-09-19T13:30:00+00:00,13.46502,80.26729,7.44,265.4,VESSEL BG 6,Tanker
111111111,2026-09-19T17:00:00+00:00,12.86265,80.58872,10.25,36.8,VESSEL STRONG,Tanker
444444444,2026-09-19T15:35:00+00:00,12.07067,81.19061,13.28,164.5,VESSEL ERRATIC,Fishing
900000014,2026-09-19T09:05:00+00:00,13.38163,81.06159,9.3,276.7,VESSEL BG 14,Container
900000005,2026-09-19T17:10:00+00:00,12.31678,79.92999,14.35,290.6,VESSEL BG 5,Cargo
900000009,2026-09-19T09:10:00+00:00,12.04316,79.70955,9.14,39.1,VESSEL BG 9,Fishing
900000009,2026-09-19T09:55:00+00:00,12.12809,79.7848,8.61,36.5,VESSEL BG 9,Fishing
900000006,2026-09-19T14:20:00+00:00,13.45762,80.15325,7.85,266.0,VESSEL BG 6,Tanker
900000014,2026-09-19T10:50:00+00:00,13.44053,80.79962,8.38,283.7,VESSEL BG 14,Container
900000013,2026-09-19T11:10:00+00:00,12.83157,80.32207,10.11,8.9,VESSEL BG 13,Cargo
900000011,2026-09-19T16:55:00+00:00,12.30859,81.37265,7.2,229.9,VESSEL BG 11,Fishing
900000008,2026-09-19T13:20:00+00:00,13.25915,80.8481,12.99,116.4,VESSEL BG 8,Container
900000011,2026-09-19T17:20:00+00:00,12.28344,81.33045,7.18,250.1,VESSEL BG 11,Fishing
900000006,2026-09-19T14:30:00+00:00,13.45697,80.1304,8.68,260.7,VESSEL BG 6,Tanker
900000011,2026-09-19T16:40:00+00:00,12.32898,81.39399,7.16,229.5,VESSEL BG 11,Fishing
444444444,2026-09-19T16:25:00+00:00,12.01246,81.22637,10.27,123.6,VESSEL ERRATIC,Fishing
900000007,2026-09-19T15:45:00+00:00,12.87343,81.29,10.53,342.8,VESSEL BG 7,Cargo
900000015,2026-09-19T12:40:00+00:00,11.85665,80.79659,10.7,140.5,VESSEL BG 15,Cargo
111111111,2026-09-19T16:35:00+00:00,12.80614,80.54759,9.57,28.6,VESSEL STRONG,Tanker
900000008,2026-09-19T12:25:00+00:00,13.37391,80.68229,12.48,138.1,VESSEL BG 8,Container
333333333,2026-09-19T17:05:00+00:00,13.06231,80.9774,7.93,137.1,VESSEL FARTIME,Cargo
900000010,2026-09-19T13:45:00+00:00,12.97796,79.78302,15.26,98.4,VESSEL BG 10,Cargo
111111111,2026-09-19T16:30:00+00:00,12.7941,80.54048,9.68,29.9,VESSEL STRONG,Tanker
900000005,2026-09-19T17:45:00+00:00,12.37397,79.80368,14.1,298.0,VESSEL BG 5,Cargo
900000012,2026-09-19T12:20:00+00:00,13.78535,80.0068,11.65,314.9,VESSEL BG 12,Tanker
222222222,2026-09-19T07:00:00+00:00,12.61477,80.6586,11.14,200.0,VESSEL CLOSE WRONGTIME,Cargo
900000015,2026-09-19T12:55:00+00:00,11.82182,80.82707,11.49,145.1,VESSEL BG 15,Cargo
900000014,2026-09-19T09:50:00+00:00,13.40671,80.94914,8.48,288.2,VESSEL BG 14,Container
900000008,2026-09-19T11:05:00+00:00,13.63274,80.5662,11.8,178.7,VESSEL BG 8,Container
900000007,2026-09-19T16:00:00+00:00,12.91715,81.27575,10.16,331.8,VESSEL BG 7,Cargo
222222222,2026-09-19T08:55:00+00:00,12.23799,80.60218,11.94,184.6,VESSEL CLOSE WRONGTIME,
444444444,2026-09-19T15:45:00+00:00,12.05453,81.19086,12.04,146.9,VESSEL ERRATIC,Fishing
900000008,2026-09-19T11:30:00+00:00,13.54322,80.57692,12.79,158.0,VESSEL BG 8,Container
111111111,2026-09-19T15:30:00+00:00,12.64499,80.46427,9.98,23.6,VESSEL STRONG,Tanker
900000012,2026-09-19T13:45:00+00:00,13.92922,79.75927,12.58,283.2,VESSEL BG 12,Tanker
900000015,2026-09-19T12:15:00+00:00,11.90889,80.74009,11.11,123.3,VESSEL BG 15,Cargo
111111111,2026-09-19T15:50:00+00:00,12.69611,80.4867,9.8,26.7,VESSEL STRONG,Tanker
900000007,2026-09-19T15:35:00+00:00,12.84664,81.30501,10.78,327.7,VESSEL BG 7,Cargo
444444444,2026-09-19T15:05:00+00:00,12.09257,81.15872,4.66,45.5,VESSEL ERRATIC,Fishing
333333333,2026-09-19T17:15:00+00:00,13.04409,80.99501,8.12,131.9,VESSEL FARTIME,Cargo
900000015,2026-09-19T12:05:00+00:00,11.92927,80.71678,10.96,132.3,VESSEL BG 15,Cargo
900000008,2026-09-19T13:15:00+00:00,13.26765,80.83171,13.61,118.0,VESSEL BG 8,Container
900000012,2026-09-19T13:20:00+00:00,13.895,79.83726,12.19,299.1,VESSEL BG 12,Tanker
900000008,2026-09-19T11:10:00+00:00,13.61467,80.56661,12.46,173.0,VESSEL BG 8,Container
900000006,2026-09-19T13:20:00+00:00,13.46371,80.29013,8.17,273.5,VESSEL BG 6,Tanker
900000006,2026-09-19T13:15:00+00:00,13.46408,80.30156,8.08,268.1,VESSEL BG 6,Tanker
333333333,2026-09-19T17:55:00+00:00,12.98952,81.08067,9.08,126.1,VESSEL FARTIME,Cargo
900000014,2026-09-19T10:05:00+00:00,13.41594,80.91178,9.31,283.0,VESSEL BG 14,Container
900000005,2026-09-19T18:25:00+00:00,12.46008,79.67129,14.21,300.2,VESSEL BG 5,Cargo
900000008,2026-09-19T12:20:00+00:00,13.38779,80.6704,12.73,140.2,VESSEL BG 8,Container
444444444,2026-09-19T14:10:00+00:00,12.12331,81.09041,7.54,144.9,VESSEL ERRATIC,Fishing
333333333,2026-09-19T16:15:00+00:00,13.16717,80.90757,8.56,150.7,VESSEL FARTIME,Cargo
444444444,2026-09-19T16:45:00+00:00,11.99758,81.25597,3.03,108.7,VESSEL ERRATIC,Fishing
444444444,2026-09-19T14:30:00+00:00,12.11606,81.11963,4.11,107.2,VESSEL ERRATIC,Fishing
900000005,2026-09-19T18:05:00+00:00,12.41818,79.73836,14.86,305.4,VESSEL BG 5,Cargo
900000012,2026-09-19T12:00:00+00:00,13.7409,80.058,12.45,310.0,VESSEL BG 12,Tanker
444444444,2026-09-19T14:35:00+00:00,12.11359,81.12778,4.83,117.8,VESSEL ERRATIC,Fishing
900000008,2026-09-19T12:30:00+00:00,13.36044,80.69469,14.27,126.1,VESSEL BG 8,Container
333333333,2026-09-19T16:10:00+00:00,13.17851,80.90212,8.98,154.9,VESSEL FARTIME,Cargo
111111111,2026-09-19T16:55:00+00:00,12.85239,80.57909,9.36,42.5,VESSEL STRONG,Tanker
222222222,2026-09-19T07:05:00+00:00,12.5991,80.65275,11.7,202.2,VESSEL CLOSE WRONGTIME,Cargo
900000005,2026-09-19T18:10:00+00:00,12.42946,79.72213,13.48,298.5,VESSEL BG 5,Cargo
444444444,2026-09-19T16:40:00+00:00,12.00094,81.24816,1.77,113.7,VESSEL ERRATIC,Fishing
333333333,2026-09-19T16:05:00+00:00,13.18952,80.89603,9.05,151.7,VESSEL FARTIME,Cargo
900000010,2026-09-19T13:10:00+00:00,13.01094,79.63769,15.14,101.0,VESSEL BG 10,Cargo
900000008,2026-09-19T11:15:00+00:00,13.59673,80.56889,12.41,176.5,VESSEL BG 8,Container
900000012,2026-09-19T13:05:00+00:00,13.87477,79.88438,11.72,293.5,VESSEL BG 12,Tanker
900000013,2026-09-19T10:45:00+00:00,12.76331,80.30904,9.63,9.6,VESSEL BG 13,Cargo
444444444,2026-09-19T16:55:00+00:00,11.99694,81.27231,9.43,76.3,VESSEL ERRATIC,Fishing
900000005,2026-09-19T18:20:00+00:00,12.44876,79.68751,13.73,305.5,VESSEL BG 5,Cargo
900000011,2026-09-19T16:25:00+00:00,12.35106,81.41354,6.69,219.4,VESSEL BG 11,
333333333,2026-09-19T17:40:00+00:00,13.01099,81.04907,8.81,125.8,VESSEL FARTIME,Cargo
900000013,2026-09-19T10:15:00+00:00,12.68747,80.27476,8.18,36.2,VESSEL BG 13,Cargo
900000010,2026-09-19T13:20:00+00:00,13.0016,79.67939,15.27,107.1,VESSEL BG 10,Cargo
900000013,2026-09-19T10:20:00+00:00,12.69868,80.28318,10.24,27.6,VESSEL BG 13,Cargo
900000007,2026-09-19T16:10:00+00:00,12.94354,81.25993,11.1,326.4,VESSEL BG 7,Cargo
900000011,2026-09-19T17:25:00+00:00,12.28013,81.32108,6.65,266.0,VESSEL BG 11,Fishing
900000009,2026-09-19T09:40:00+00:00,12.10124,79.75809,9.4,38.7,VESSEL BG 9,Fishing
900000010,2026-09-19T15:05:00+00:00,12.82922,80.08068,14.94,125.9,VESSEL BG 10,Cargo
900000008,2026-09-19T11:00:00+00:00,13.65081,80.5662,13.62,180.0,VESSEL BG 8,Container
900000013,2026-09-19T11:00:00+00:00,12.80401,80.31828,10.55,8.7,VESSEL BG 13,Cargo
444444444,2026-09-19T17:15:00+00:00,11.99531,81.30544,0.0,19.4,VESSEL ERRATIC,Fishing
222222222,2026-09-19T07:10:00+00:00,12.58365,80.6463,11.74,194.9,VESSEL CLOSE WRONGTIME,Cargo
111111111,2026-09-19T15:55:00+00:00,12.70853,80.4931,10.31,24.1,VESSEL STRONG,Tanker
900000012,2026-09-19T12:50:00+00:00,13.84992,79.92906,11.44,301.6,VESSEL BG 12,Tanker
900000007,2026-09-19T16:25:00+00:00,12.98048,81.23204,10.85,333.4,VESSEL BG 7,Cargo
900000008,2026-09-19T11:50:00+00:00,13.47887,80.61039,13.22,155.6,VESSEL BG 8,Container
444444444,2026-09-19T15:50:00+00:00,12.04755,81.19552,1.95,172.4,VESSEL ERRATIC,Fishing
900000007,2026-09-19T15:55:00+00:00,12.90246,81.28014,11.57,343.7,VESSEL BG 7,Cargo
900000010,2026-09-19T13:50:00+00:00,12.97493,79.80419,15.01,96.5,VESSEL BG 10,Cargo
900000009,2026-09-19T10:25:00+00:00,12.19715,79.81296,8.99,16.2,VESSEL BG 9,Fishing
444444444,2026-09-19T16:15:00+00:00,12.01904,81.21314,0.0,87.4,VESSEL ERRATIC,Fishing
900000014,2026-09-19T10:30:00+00:00,13.42412,80.84819,9.4,285.9,VESSEL BG 14,Container
900000015,2026-09-19T12:35:00+00:00,11.86788,80.78597,10.23,137.2,VESSEL BG 15,
900000012,2026-09-19T13:55:00+00:00,13.93885,79.72642,11.57,281.0,VESSEL BG 12,Tanker
900000014,2026-09-19T10:00:00+00:00,13.41346,80.92439,9.17,281.4,VESSEL BG 14,Container
900000006,2026-09-19T14:15:00+00:00,13.45812,80.16467,8.18,267.4,VESSEL BG 6,Tanker
900000010,2026-09-19T13:25:00+00:00,12.99546,79.69985,15.08,106.2,VESSEL BG 10,Cargo
900000005,2026-09-19T17:30:00+00:00,12.34677,79.85649,13.94,297.5,VESSEL BG 5,Cargo
900000006,2026-09-19T13:25:00+00:00,13.46438,80.27871,7.58,273.3,VESSEL BG 6,Tanker
900000008,2026-09-19T11:35:00+00:00,13.52646,80.5839,13.12,155.4,VESSEL BG 8,Container
900000008,2026-09-19T11:25:00+00:00,13.56077,80.5725,13.91,166.2,VESSEL BG 8,Container
900000015,2026-09-19T13:10:00+00:00,11.78206,80.85026,10.6,157.8,VESSEL BG 15,Cargo
111111111,2026-09-19T15:10:00+00:00,12.59452,80.44047,9.84,22.2,VESSEL STRONG,Tanker
900000008,2026-09-19T12:00:00+00:00,13.44723,80.62816,13.22,148.3,VESSEL BG 8,Container
444444444,2026-09-19T16:05:00+00:00,12.02269,81.19668,6.29,94.5,VESSEL ERRATIC,Fishing
900000012,2026-09-19T13:40:00+00:00,13.92452,79.77577,12.28,286.3,VESSEL BG 12,Tanker
900000010,2026-09-19T14:45:00+00:00,12.87971,80.01262,15.45,128.7,VESSEL BG 10,Cargo
111111111,2026-09-19T17:10:00+00:00,12.88481,80.60595,9.85,38.3,VESSEL STRONG,Tanker
444444444,2026-09-19T16:30:00+00:00,12.00784,81.23348,7.08,132.9,VESSEL ERRATIC,Fishing
900000012,2026-09-19T12:15:00+00:00,13.77351,80.01891,11.28,315.2,VESSEL BG 12,Tanker
900000010,2026-09-19T13:40:00+00:00,12.97931,79.76166,15.05,93.7,VESSEL BG 10,Cargo
900000012,2026-09-19T13:25:00+00:00,13.90311,79.82224,12.79,299.6,VESSEL BG 12,Tanker
900000013,2026-09-19T10:50:00+00:00,12.77702,80.31141,9.86,14.2,VESSEL BG 13,Cargo
444444444,2026-09-19T17:05:00+00:00,11.99606,81.28861,12.42,101.8,VESSEL ERRATIC,Fishing
333333333,2026-09-19T16:40:00+00:00,13.11355,80.94064,9.12,146.0,VESSEL FARTIME,Cargo
900000012,2026-09-19T13:30:00+00:00,13.91135,79.8073,11.89,296.5,VESSEL BG 12,Tanker
111111111,2026-09-19T17:25:00+00:00,12.91713,80.63299,10.24,36.3,VESSEL STRONG,Tanker
333333333,2026-09-19T17:25:00+00:00,13.02863,81.01514,10.45,119.1,VESSEL FARTIME,Cargo
900000012,2026-09-19T14:10:00+00:00,13.95137,79.67666,12.0,289.8,VESSEL BG 12,Tanker
444444444,2026-09-19T15:25:00+00:00,12.0826,81.18082,9.96,164.8,VESSEL ERRATIC,Fishing
900000009,2026-09-19T09:30:00+00:00,12.08269,79.74092,9.63,43.5,VESSEL BG 9,Fishing
900000009,2026-09-19T10:05:00+00:00,12.1495,79.79779,8.88,23.9,VESSEL BG 9,
900000005,2026-09-19T17:15:00+00:00,12.32362,79.91134,14.11,291.3,VESSEL BG 5,Cargo
900000007,2026-09-19T16:20:00+00:00,12.96822,81.24143,11.15,323.3,VESSEL BG 7,Cargo
900000011,2026-09-19T16:30:00+00:00,12.34354,81.40722,7.12,220.9,VESSEL BG 11,Fishing
222222222,2026-09-19T07:40:00+00:00,12.4873,80.61851,11.89,187.7,VESSEL CLOSE WRONGTIME,Cargo
900000014,2026-09-19T10:25:00+00:00,13.42173,80.86082,9.0,281.0,VESSEL BG 14,Container
222222222,2026-09-19T09:25:00+00:00,12.13851,80.59173,12.32,178.4,VESSEL CLOSE WRONGTIME,Cargo
900000011,2026-09-19T17:00:00+00:00,12.30232,81.36503,6.81,237.7,VESSEL BG 11,
333333333,2026-09-19T17:35:00+00:00,13.0176,81.03817,8.88,121.9,VESSEL FARTIME,Cargo
900000007,2026-09-19T16:30:00+00:00,12.99416,81.22502,10.38,329.7,VESSEL BG 7,Cargo
333333333,2026-09-19T16:20:00+00:00,13.15626,80.91387,8.34,149.0,VESSEL FARTIME,Cargo
900000006,2026-09-19T13:50:00+00:00,13.46185,80.22169,8.53,269.7,VESSEL BG 6,Tanker
111111111,2026-09-19T16:00:00+00:00,12.72122,80.49893,9.58,29.8,VESSEL STRONG,Tanker
111111111,2026-09-19T17:55:00+00:00,12.98541,80.68189,9.52,33.0,VESSEL STRONG,Tanker
111111111,2026-09-19T17:20:00+00:00,12.90628,80.62407,10.24,38.7,VESSEL STRONG,Tanker
900000007,2026-09-19T15:10:00+00:00,12.77839,81.34019,10.22,334.5,VESSEL BG 7,Cargo
900000005,2026-09-19T18:00:00+00:00,12.4064,79.75423,13.56,307.2,VESSEL BG 5,Cargo
900000012,2026-09-19T13:10:00+00:00,13.88141,79.86862,11.84,291.4,VESSEL BG 12,Tanker
900000010,2026-09-19T14:05:00+00:00,12.96572,79.86755,15.22,108.2,VESSEL BG 10,Cargo
900000006,2026-09-19T13:05:00+00:00,13.4687,80.32393,8.19,258.3,VESSEL BG 6,Tanker
900000009,2026-09-19T09:35:00+00:00,12.09177,79.74972,8.75,40.9,VESSEL BG 9,Fishing
900000009,2026-09-19T09:00:00+00:00,12.02919,79.68839,8.15,60.0,VESSEL BG 9,Fishing
900000005,2026-09-19T17:05:00+00:00,12.30919,79.94834,14.03,292.9,VESSEL BG 5,Cargo
900000011,2026-09-19T17:15:00+00:00,12.28668,81.33984,7.88,250.6,VESSEL BG 11,Fishing
222222222,2026-09-19T08:15:00+00:00,12.37113,80.60727,11.97,177.3,VESSEL CLOSE WRONGTIME,Cargo
900000010,2026-09-19T13:00:00+00:00,13.02018,79.59599,14.95,100.0,VESSEL BG 10,Cargo
900000011,2026-09-19T17:10:00+00:00,12.29139,81.34856,6.83,241.1,VESSEL BG 11,Fishing
444444444,2026-09-19T14:25:00+00:00,12.11592,81.1111,9.71,89.1,VESSEL ERRATIC,Fishing
900000012,2026-09-19T12:05:00+00:00,13.75163,80.04484,12.01,310.2,VESSEL BG 12,Tanker
900000007,2026-09-19T15:50:00+00:00,12.88804,81.28536,10.22,340.6,VESSEL BG 7,Cargo
